name_th,name_en,price,category,image,desc_th
"Mocha frappe","Mocha Frappe",38000, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Mocha+Frappe",""
"ສະຕິງ","Sting",15000, drink ,"https://placehold.co/100x100/f97316/ffffff?text=Sting",""
"Thai tea coconut","Thai Tea Coconut",40000, majedo_drink ,"https://placehold.co/100x100/f97316/ffffff?text=Thai+Tea+Coconut",""
"ເຂົ້າກະເພົາໝູ","Rice with Holy Basil Pork",45000, main ,"https://placehold.co/100x100/ef4444/ffffff?text=Krapow",""
"Matcha latte hot&ice","Matcha Latte (Hot/Iced)",35000, majedo_drink ,"https://placehold.co/100x100/22c55e/ffffff?text=Matcha",""
"ເຝີລວມ","Combination Pho",55000, noodle ,"https://placehold.co/100x100/a16207/ffffff?text=Pho",""
"ໝີ່ໄວໆ ລູກຊິ້ນ","Instant Noodles with Meatballs",45000, noodle ,"https://placehold.co/100x100/ff6347/ffffff?text=Wai+Wai",""
"Matcha frappe","Matcha Frappe",40000, majedo_drink ,"https://placehold.co/100x100/22c55e/ffffff?text=Matcha+Frappe",""
"Cocoa mint ice","Iced Cocoa Mint",35000, majedo_drink ,"https://placehold.co/100x100/7b3f00/ffffff?text=Cocoa+Mint",""
"Cappuccino hot&ice","Cappuccino (Hot/Iced)",33000, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Cappuccino",""
"green tea honey lamon ice","Iced Green Tea Honey Lemon",35000, majedo_drink ,"https://placehold.co/100x100/f0e68c/ffffff?text=Iced Green Tea Honey Lemon",""
"ເຂົ້າກະເພົາທະເລ","Rice with Holy Basil Seafood",45000, main ,"https://placehold.co/100x100/00bfff/ffffff?text=Krapow",""
"ເພິ່ມເສັ້ນເຝີ","Extra Pho Noodles",10000, noodle ,"https://placehold.co/100x100/deb887/ffffff?text=Noodles",""
"ເຂົ້າກະເພົາໝູ ພິເສດ","Rice with Holy Basil Pork (Special)",50000, main ,"https://placehold.co/100x100/ef4444/ffffff?text=Krapow",""
"Strawberry frappe","Strawberry Frappe",38000, majedo_drink ,"https://placehold.co/100x100/FF6347/ffffff?text=Strawberry",""
"ເຂົ້າກະເພົາໝູ ພິເສດ","Rice with Holy Basil Pork (Special)",50000, main ,"https://placehold.co/100x100/ef4444/ffffff?text=Krapow",""
"ສະຕິງ","Sting",15000, drink ,"https://placehold.co/100x100/f97316/ffffff?text=Sting",""
"Black honey hot&ice","Black Honey (Hot/Iced)",33000, majedo_drink ,"https://placehold.co/100x100/000000/ffffff?text=Black+Honey",""
"ໄຂ່ດາວ","Fried Egg",5000, main ,"https://placehold.co/100x100/eab308/ffffff?text=Egg",""
"Croissant","Croissant",37000, majedo_drink ,"https://placehold.co/100x100/d2b48c/ffffff?text=Croissant",""
"ເຝີ ກາງ","Medium Pho",50000, noodle ,"https://placehold.co/100x100/a16207/ffffff?text=Pho",""
"ເຂົ້າກະເພົາທະເລ","Rice with Holy Basil Seafood",45000, main ,"https://placehold.co/100x100/00bfff/ffffff?text=Krapow",""
"Thai tea hot&ice","Thai Tea (Hot/Iced)",30000, majedo_drink ,"https://placehold.co/100x100/f97316/ffffff?text=Thai+Tea",""
"Croissant","Croissant",37000, majedo_drink ,"https://placehold.co/100x100/d2b48c/ffffff?text=Croissant",""
"ເຝີ ຊີ້ນສົດກາງ","Pho with Fresh Meat (Medium)",55000, noodle ,"https://placehold.co/100x100/a16207/ffffff?text=Pho",""
"Mocha frappe","Mocha Frappe",38000, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Mocha",""
"Thai tea hot&ice","Thai Tea (Hot/Iced)",30000, majedo_drink ,"https://placehold.co/100x100/f97316/ffffff?text=Thai+Tea",""
"ນ້ຳຫົວເສືອກາງ","Medium Tiger Head (M-150)",8000, drink ,"https://placehold.co/100x100/a16207/ffffff?text=Water",""
"ເຝີ ຊີ້ນເປື່ອຍ","Pho with Braised Meat",45000, noodle ,"https://placehold.co/100x100/a16207/ffffff?text=Pho",""
"Lemon green tea ice","Iced Lemon Green Tea",30000, majedo_drink ,"https://placehold.co/100x100/d2b48c/ffffff?text=Iced Lemon Green Tea",""
"Thai tea frappe","Thai Tea Frappe",35000, majedo_drink ,"https://placehold.co/100x100/f97316/ffffff?text=Thai+Tea+Frappe",""
"Mocha frappe","Mocha Frappe",38000, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Mocha+Frappe",""
"Macchiato frappe","Macchiato Frappe",40000, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Mac+Frappe",""
"Cappuccino frappe","Cappuccino Frappe",38000, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Cap+Frappe",""
"ເຂົ້າໄຂ່ຈຽວໝູສັບ","Rice with Minced Pork Omelette",45000, main ,"https://placehold.co/100x100/eab308/ffffff?text=Omelette",""
"Black orange ice","Black Orange (Iced)",35000, majedo_drink ,"https://placehold.co/100x100/f97316/ffffff?text=Orange",""
"ເກົາເຫຼົາ","Kao Lao (Soup without noodles)",45000, noodle ,"https://placehold.co/100x100/8b4513/ffffff?text=Kao+Lao",""
"ເຝີ ຊີ້ນສົດກາງ","Pho with Fresh Meat (Medium)",55000, noodle ,"https://placehold.co/100x100/a16207/ffffff?text=Pho",""
"Cappuccino hot&ice","Cappuccino (Hot/Iced)",33000, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Cappuccino",""
"ລູກຊິ້ນ 3 ລູກ","3 Meatballs",10000, others ,"https://placehold.co/100x100/a16207/ffffff?text=Meatballs",""
"Americano hot&ice","Americano (Hot/Iced)",30000, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Americano",""
"Green Tea ice&hot","Green Tea (Hot/Iced)",30000, majedo_drink ,"https://placehold.co/100x100/22c55e/ffffff?text=Green+Tea",""
"Hojicha hot&ice","Hojicha (Hot/Iced)",35000, majedo_drink ,"https://placehold.co/100x100/8B4513/ffffff?text=Hojicha",""
"ລູກຊີ້ນ 6 ລູກ","6 Meatballs",20000, others ,"https://placehold.co/100x100/a16207/ffffff?text=Meatballs",""
"ລວກຂາລາຍ","Blanched Beef Shank",50000, others ,"https://placehold.co/100x100/a16207/ffffff?text=Boiled",""
"ກ້ວຍຈັບຢວນ","Vietnamese Noodle Roll Soup",45000, noodle ,"https://placehold.co/100x100/deb887/ffffff?text=Kuay+Jap",""
"Blueberry coconut frappe","Blueberry Coconut Frappe",35000, majedo_drink ,"https://placehold.co/100x100/4682B4/ffffff?text=Blueberry",""
"Cocoa hot&ice","Cocoa (Hot/Iced)",30000, majedo_drink ,"https://placehold.co/100x100/7b3f00/ffffff?text=Cocoa",""
"ກະເພົາທະເລ+ງົວ","Holy Basil with Seafood & Beef",45000, main ,"https://placehold.co/100x100/00bfff/ffffff?text=Krapow",""
"ກ້ວຍຈັບຢວນ","Vietnamese Noodle Roll Soup",45000, noodle ,"https://placehold.co/100x100/deb887/ffffff?text=Kuay+Jap",""
"ເຝີ ຊີ້ນສົດທຳມະດາ","Pho with Fresh Meat (Regular)",45000, noodle ,"https://placehold.co/100x100/a16207/ffffff?text=Pho",""
"Thai tea frappe","Thai Tea Frappe",35000, majedo_drink ,"https://placehold.co/100x100/f97316/ffffff?text=Thai+Tea+Frappe",""
"ໃນຕາເວັນ","Tawan Snack (Sunflower Seed Snack)",15000, appetizer ,"https://placehold.co/100x100/ffd700/000000?text=Tawan",""
"ເຝີ ລູກຊິ້ນ","Pho with Meatballs",45000, noodle ,"https://placehold.co/100x100/a16207/ffffff?text=Pho",""
"Espresso hot&ice","Espresso (Hot/Iced)",33000, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Espresso",""
"ເຂົ້າຈ້າວເປົ່າ 1 ຈານ","Plate of Plain Steamed Rice",10000, main ,"https://placehold.co/100x100/f5f5f5/000000?text=Rice",""
"Lemon tea hot&ice","Lemon Tea (Hot/Iced)",30000, majedo_drink ,"https://placehold.co/100x100/eab308/ffffff?text=Lemon+Tea",""
"ເຂົ້າຈ້າວເປົ່າ 1 ຈານ","Plate of Plain Steamed Rice",10000, main ,"https://placehold.co/100x100/f5f5f5/000000?text=Rice",""
"Mocha frappe","Mocha Frappe",38000, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Mocha",""
"ຂະໜົມເລ","Lay's Chips",18000, appetizer ,"https://placehold.co/100x100/ffd700/000000?text=Lay",""
"Cocoa coconut","Cocoa Coconut",40000, majedo_drink ,"https://placehold.co/100x100/7b3f00/ffffff?text=Cocoa+Coconut",""
"ຂະໜົມນ້ອຍ","Small Snack",5000, appetizer ,"https://placehold.co/100x100/d2b48c/ffffff?text=Snack",""
"ລູກຊີ້ນ 14 ລູກ","14 Meatballs",49000, others ,"https://placehold.co/100x100/a16207/ffffff?text=Meatballs",""
"ຫົວເສືອ ນ້ອຍ","Small Tiger Head (M-150)",5000, drink ,"https://placehold.co/100x100/22c55e/ffffff?text=Water",""
"ຜັດຂິ້ເມົາ","Drunken Stir-fry",60000, main ,"https://placehold.co/100x100/deb887/ffffff?text=Pad+Kee+Mao",""
"ລູກຊີ້ນ 20 ລູກ","20 Meatballs",70000, others ,"https://placehold.co/100x100/a16207/ffffff?text=Meatballs",""
"ລ້ອນ ຊີ້ນສົດ","Blanched Fresh Meat",45000, noodle ,"https://placehold.co/100x100/a16207/ffffff?text=Hot+Pot",""
"Hojicha frappe","Hojicha Frappe",40000, majedo_drink ,"https://placehold.co/100x100/8B4513/ffffff?text=Hojicha+Frappe",""
"latte hot&ice","Latte (Hot/Iced)",33000, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Latte",""
"green tea honey lamon ice","Iced Green Tea Honey Lemon",35000, majedo_drink ,"https://placehold.co/100x100/f0e68c/ffffff?text=Iced Green Tea Honey Lemon",""
"ກ້ວຍຈັບຢວນ ພິເສດ","Special Vietnamese Noodle Roll Soup",60000, noodle ,"https://placehold.co/100x100/deb887/ffffff?text=Kuay+Jap",""
"ເຂົ້າໜົມອົມ Halls ແດງ","Red Halls Candy",20000, appetizer ,"https://placehold.co/100x100/ff0000/ffffff?text=Halls",""
"ຂະໜົມໝາກເຜັດແຫ້ງ","Dried Chili Snack",15000, appetizer ,"https://placehold.co/100x100/dc143c/ffffff?text=Snack",""
"ຜັດຂີ້ເມົາທະເລ","Drunken Stir-fry with Seafood",60000, main ,"https://placehold.co/100x100/00bfff/ffffff?text=Stir-fry",""
"ຂະໜົມເລ","Lay's Chips",18000, appetizer ,"https://placehold.co/100x100/ffd700/000000?text=Lay",""
"ເຂົ້າຜັດທະເລ","Seafood Fried Rice",45000, main ,"https://placehold.co/100x100/00bfff/ffffff?text=Fried+Rice",""
"ເຝີ ພິເສດ ໃຫຍ່","Pho (Special",0,60000," noodle ","https://placehold.co/100x100/a16207/ffffff?text=Pho"
"ລູກຊີ້ນ 20 ລູກ","20 Meatballs",70000, others ,"https://placehold.co/100x100/a16207/ffffff?text=Meatballs",""
"ເຂົ້າໜົມ ໂຮມມີ້ Homie","Homie brand snacks/biscuits",12000, appetizer ,"https://placehold.co/100x100/d2b48c/ffffff?text=Homie",""
"Thai tea coconut","Thai Tea Coconut",40000, majedo_drink ,"https://placehold.co/100x100/f97316/ffffff?text=Thai+Tea+Coconut",""
"Chocolate frappe","Chocolate Frappe",35000, majedo_drink ,"https://placehold.co/100x100/7b3f00/ffffff?text=Choco+Frappe",""
"Espresso frappe","Espresso Frappe",38000, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Esp+Frappe",""
"ນ້ຳກາໄຊ່ມຸກ","Bubble Tea",5000, drink ,"https://placehold.co/100x100/a16207/ffffff?text=Bubble+Tea",""
"ຂົ້ວຜັກ ລາດເຂົ້າ","Stir-fried Vegetables over Rice",45000, main ,"https://placehold.co/100x100/22c55e/ffffff?text=Veggies",""
"Milk hot&ice","Milk (Hot/Iced)",30000, majedo_drink ,"https://placehold.co/100x100/f0e68c/ffffff?text=Milk",""
"Hojicha frappe","Hojicha Frappe",40000, majedo_drink ,"https://placehold.co/100x100/8B4513/ffffff?text=Hojicha+Frappe",""
"ເຂົ້າຜັດທະເລ","Seafood Fried Rice",45000, main ,"https://placehold.co/100x100/00bfff/ffffff?text=Fried+Rice",""
"Cocoa hot&ice","Cocoa (Hot/Iced)",30000, majedo_drink ,"https://placehold.co/100x100/7b3f00/ffffff?text=Cocoa",""
"ກ້ວຍຈັບຢວນ ພິເສດ","Special Vietnamese Noodle Roll Soup",60000, noodle ,"https://placehold.co/100x100/deb887/ffffff?text=Kuay+Jap",""
"ລູກຊີ້ນ 14 ລູກ","14 Meatballs",49000, others ,"https://placehold.co/100x100/a16207/ffffff?text=Meatballs",""
"Caramel milk hot&ice","Caramel Milk (Hot/Iced)",33000, majedo_drink ,"https://placehold.co/100x100/DAA520/ffffff?text=Caramel+Milk",""
"ຫົວເສືອ ນ້ອຍ","Small Tiger Head (M-150)",5000, drink ,"https://placehold.co/100x100/22c55e/ffffff?text=Water",""
"Americano hot&ice","Americano (Hot/Iced)",30000, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Americano",""
"ເຂົ້າໜົມ ໂຮມມີ້ Homie","Homie brand snacks/biscuits",12000, appetizer ,"https://placehold.co/100x100/d2b48c/ffffff?text=Homie",""
"ສຸກກີ້","Suki (Hot Pot)",50000, noodle ,"https://placehold.co/100x100/ff4500/ffffff?text=Suki",""
"ເກົາເຫຼົາ","Kao Lao (Soup without noodles)",45000, noodle ,"https://placehold.co/100x100/8b4513/ffffff?text=Kao+Lao",""
"ເຂົ້າໄກ່ກອບເກົາຫຼີ","Rice with Korean Crispy Chicken",45000, main ,"https://placehold.co/100x100/dc143c/ffffff?text=Korean+Chicken",""
"ນ້ຳຫົວເສືອກາງ","Medium Tiger Head (M-150)",8000, drink ,"https://placehold.co/100x100/a16207/ffffff?text=Water",""
"ເຂົ້າຜັດໝູ","Pork Fried Rice",45000, main ,"https://placehold.co/100x100/f59e0b/ffffff?text=Fried+Rice",""
"ເຂົ້າໄກ່ກອບ","Rice with Crispy Chicken",45000, main ,"https://placehold.co/100x100/d2b48c/ffffff?text=Chicken",""
"ລ້ອນ ຊີ້ນສົດ","Blanched Fresh Meat",45000, noodle ,"https://placehold.co/100x100/a16207/ffffff?text=Hot+Pot",""
"Lemon green tea ice","Iced Lemon Green Tea",30000, majedo_drink ,"https://placehold.co/100x100/d2b48c/ffffff?text=Iced Lemon Green Tea",""
"latte hot&ice","Latte (Hot/Iced)",33000, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Latte",""
"Black lemon","Black Lemon",33000, majedo_drink ,"https://placehold.co/100x100/eab308/ffffff?text=Lemon",""
"Lemon soda","Lemon Soda",30000, majedo_drink ,"https://placehold.co/100x100/eab308/ffffff?text=Lemon+Soda",""
"ຂະໜົມເຄັກ ບາວນີ້","Brownie Cake",13000, dessert ,"https://placehold.co/100x100/8B4513/ffffff?text=Brownie",""
"Green tea frappe","Green Tea Frappe",35000, majedo_drink ,"https://placehold.co/100x100/22c55e/ffffff?text=Green+Tea+Frappe",""
"Cocoa coconut","Cocoa Coconut",40000, majedo_drink ,"https://placehold.co/100x100/7b3f00/ffffff?text=Cocoa+Coconut",""
"ລູກຊິ້ນ 10ລູກ","10 Meatballs",35000, others ,"https://placehold.co/100x100/a16207/ffffff?text=Meatballs",""
"ຜັດຂິ້ເມົາ","Drunken Stir-fry",60000, main ,"https://placehold.co/100x100/deb887/ffffff?text=Pad+Kee+Mao",""
"Matcha frappe","Matcha Frappe",40000, majedo_drink ,"https://placehold.co/100x100/22c55e/ffffff?text=Matcha+Frappe",""
"Cappuccino frappe","Cappuccino Frappe",38000, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Cap+Frappe",""
"Black orange ice","Black Orange (Iced)",35000, majedo_drink ,"https://placehold.co/100x100/f97316/ffffff?text=Orange",""
"ໝີ່ໄວໄວ","Instant Noodles (Wai Wai Brand)",45000, noodle ,"https://placehold.co/100x100/ff6347/ffffff?text=Wai+Wai",""
"ຜັດຂີ້ເມົາທະເລ","Drunken Stir-fry with Seafood",60000, main ,"https://placehold.co/100x100/00bfff/ffffff?text=Stir-fry",""
"ໄຂ່ດາວ","Fried Egg",5000, main ,"https://placehold.co/100x100/eab308/ffffff?text=Egg",""
"Espresso hot&ice","Espresso (Hot/Iced)",33000, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Espresso",""
"ສຸກກີ້","Suki (Hot Pot)",50000, noodle ,"https://placehold.co/100x100/ff4500/ffffff?text=Suki",""
"ລວກຂາລາຍ ປົນຫຍໍ່","Blanched Beef Shank mixed with Pork Sausage",50000, others ,"https://placehold.co/100x100/a16207/ffffff?text=Boiled",""
"ເພິ່ມເສັ້ນເຝີ","Extra Pho Noodles",10000, noodle ,"https://placehold.co/100x100/deb887/ffffff?text=Noodles",""
"Black lemon","Black Lemon",33000, majedo_drink ,"https://placehold.co/100x100/eab308/ffffff?text=Lemon",""
"Chocolate chip frappe","Chocolate Chip Frappe",38000, majedo_drink ,"https://placehold.co/100x100/7b3f00/ffffff?text=Chip+Frappe",""
"ເປບຊີ","Pepsi",15000, drink ,"https://placehold.co/100x100/22c55e/ffffff?text=Pepsi",""
"ໝີ່ໄວໄວ","Instant Noodles (Wai Wai Brand)",45000, noodle ,"https://placehold.co/100x100/ff6347/ffffff?text=Wai+Wai",""
"Macchiato frappe","Macchiato Frappe",40000, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Mac+Frappe",""
"ໄກ່ກອບມ່າລ່າ","Crispy Mala Chicken",45000, main ,"https://placehold.co/100x100/dc143c/ffffff?text=Mala+Chicken",""
"Lemon tea hot&ice","Lemon Tea (Hot/Iced)",30000, majedo_drink ,"https://placehold.co/100x100/eab308/ffffff?text=Lemon+Tea",""
"ເຝີ ຊີ້ນເປື່ອຍ","Pho with Braised Meat",45000, noodle ,"https://placehold.co/100x100/a16207/ffffff?text=Pho",""
"ເຂົ້າໄຂ່ຈຽວ","Rice with Omelette",40000, main ,"https://placehold.co/100x100/eab308/ffffff?text=Omelette",""
"ເຝີ ລູກຊິ້ນ","Pho with Meatballs",45000, noodle ,"https://placehold.co/100x100/a16207/ffffff?text=Pho",""
"ລູກຊີ້ນ 5ລູກ","5 Meatballs",18000, others ,"https://placehold.co/100x100/a16207/ffffff?text=Meatballs",""
"ລູກຊິ້ນ 10ລູກ","10 Meatballs",35000, others ,"https://placehold.co/100x100/a16207/ffffff?text=Meatballs",""
"ລວກຂາລາຍ ປົນຫຍໍ່","Blanched Beef Shank mixed with Pork Sausage",50000, others ,"https://placehold.co/100x100/a16207/ffffff?text=Boiled",""
"Cocoa thai tea ice","Iced Cocoa Thai Tea",35000, majedo_drink ,"https://placehold.co/100x100/f97316/ffffff?text=Cocoa+Thai+Tea",""
"ເປບຊີ","Pepsi",15000, drink ,"https://placehold.co/100x100/22c55e/ffffff?text=Pepsi",""
"ບາວນີ້ກອບ","ຄຸກກີ້",0, Cookies","25000"," appetizer "
"ເຂົ້າປຽກ","Lao Rice Porridge/Noodle Soup",45000, noodle ,"https://placehold.co/100x100/deb887/ffffff?text=Khao+Piak",""
"ເຝີ ທະເລ","Seafood Pho",45000, noodle ,"https://placehold.co/100x100/00bfff/ffffff?text=Seafood+Pho",""
"Chocolate frappe","Chocolate Frappe",35000, majedo_drink ,"https://placehold.co/100x100/7b3f00/ffffff?text=Choco+Frappe",""
"ລວກຂາລາຍ","Blanched Beef Shank",50000, others ,"https://placehold.co/100x100/a16207/ffffff?text=Boiled",""
"Macchiato hot&ice","Macchiato (Hot/Iced)",35000, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Macchiato",""
"ເຂົ້າປຽກ","Lao Rice Porridge/Noodle Soup",45000, noodle ,"https://placehold.co/100x100/deb887/ffffff?text=Khao+Piak",""
"Cocoa thai tea ice","Iced Cocoa Thai Tea",35000, majedo_drink ,"https://placehold.co/100x100/f97316/ffffff?text=Cocoa+Thai+Tea",""
"ຜັດຂີ້ເມົາໝູ","Drunken Stir-fry with Pork",50000, main ,"https://placehold.co/100x100/ef4444/ffffff?text=Stir-fry",""
"ຜັດຂີ້ເມົາໝູ","Drunken Stir-fry with Pork",50000, main ,"https://placehold.co/100x100/ef4444/ffffff?text=Stir-fry",""
"Espresso frappe","Espresso Frappe",38000, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Esp+Frappe",""
"ລູກຊີ້ນ 5ລູກ","5 Meatballs",18000, others ,"https://placehold.co/100x100/a16207/ffffff?text=Meatballs",""
"ເຂົ້າໄຂ່ຈຽວໝູສັບ","Rice with Minced Pork Omelette",45000, main ,"https://placehold.co/100x100/eab308/ffffff?text=Omelette",""
"Green Tea ice&hot","Green Tea (Hot/Iced)",30000, majedo_drink ,"https://placehold.co/100x100/22c55e/ffffff?text=Green+Tea",""
"ເຝີ ທະເລ","Seafood Pho",45000, noodle ,"https://placehold.co/100x100/00bfff/ffffff?text=Seafood+Pho",""
"ໝີ່ໄວໆ ລູກຊິ້ນ","Instant Noodles with Meatballs",45000, noodle ,"https://placehold.co/100x100/ff6347/ffffff?text=Wai+Wai",""
"Hojicha hot&ice","Hojicha (Hot/Iced)",35000, majedo_drink ,"https://placehold.co/100x100/8B4513/ffffff?text=Hojicha",""
"ຂະໜົມໝາກເຜັດແຫ້ງ","Dried Chili Snack",15000, appetizer ,"https://placehold.co/100x100/dc143c/ffffff?text=Snack",""
"ຂົ້ວຜັກ ລາດເຂົ້າ","Stir-fried Vegetables over Rice",45000, main ,"https://placehold.co/100x100/22c55e/ffffff?text=Veggies",""
"Latte frappe","Latte Frappe",38000, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Latte+Frappe",""
"ນ້ຳກາໄຊ່ມຸກ","Bubble Tea",5000, drink ,"https://placehold.co/100x100/a16207/ffffff?text=Bubble+Tea",""
"Mirinda","Mirinda",15000, drink ,"https://placehold.co/100x100/f97316/ffffff?text=Mirinda",""
"Chocolate chip frappe","Chocolate Chip Frappe",38000, majedo_drink ,"https://placehold.co/100x100/7b3f00/ffffff?text=Chip+Frappe",""
"ເຂົ້າກະເພົາໝູ","Rice with Holy Basil Pork",45000, main ,"https://placehold.co/100x100/ef4444/ffffff?text=Krapow",""
"ເຂົ້າໄຂ່ຈຽວ","Rice with Omelette",40000, main ,"https://placehold.co/100x100/eab308/ffffff?text=Omelette",""
"Green tea frappe","Green Tea Frappe",35000, majedo_drink ,"https://placehold.co/100x100/22c55e/ffffff?text=Green+Tea+Frappe",""
"ເຝີລວມ","Combination Pho",55000, noodle ,"https://placehold.co/100x100/a16207/ffffff?text=Pho",""
