name_th,name_en,price,category,image,desc_th
"Latte (Hot/Iced)"," 33",0, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Latte",""
"Latte (Hot/Iced)"," 33",0, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Latte",""
"Milk (Hot/Iced)"," 30",0, majedo_drink ,"https://placehold.co/100x100/f0e68c/ffffff?text=Milk",""
"Blueberry Coconut Frappe"," 35",0, majedo_drink ,"https://placehold.co/100x100/4682B4/ffffff?text=Blueberry",""
"Blanched Fresh Meat"," 45",0, noodle ,"https://placehold.co/100x100/a16207/ffffff?text=Hot+Pot",""
"Thai Tea Frappe"," 35",0, majedo_drink ,"https://placehold.co/100x100/f97316/ffffff?text=Thai+Tea+Frappe",""
"Macchiato Frappe"," 40",0, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Mac+Frappe",""
"Rice with Minced Pork Omelette"," 45",0, main ,"https://placehold.co/100x100/eab308/ffffff?text=Omelette",""
"Iced Cocoa Thai Tea"," 35",0, majedo_drink ,"https://placehold.co/100x100/f97316/ffffff?text=Cocoa+Thai+Tea",""
"5 Meatballs"," 18",0, others ,"https://placehold.co/100x100/a16207/ffffff?text=Meatballs",""
"Black Honey (Hot/Iced)"," 33",0, majedo_drink ,"https://placehold.co/100x100/000000/ffffff?text=Black+Honey",""
"Extra Pho Noodles"," 10",0, noodle ,"https://placehold.co/100x100/deb887/ffffff?text=Noodles",""
"Blanched Beef Shank mixed with Pork Sausage"," 50",0, others ,"https://placehold.co/100x100/a16207/ffffff?text=Boiled",""
"Hojicha (Hot/Iced)"," 35",0, majedo_drink ,"https://placehold.co/100x100/8B4513/ffffff?text=Hojicha",""
"Bubble Tea"," 5",0, drink ,"https://placehold.co/100x100/a16207/ffffff?text=Bubble+Tea",""
"Iced Lemon Green Tea"," 30",0, majedo_drink ,"https://placehold.co/100x100/d2b48c/ffffff?text=Iced Lemon Green Tea",""
"Stir-fried Vegetables over Rice"," 45",0, main ,"https://placehold.co/100x100/22c55e/ffffff?text=Veggies",""
"Medium Tiger Head (M-150)"," 8",0, drink ,"https://placehold.co/100x100/a16207/ffffff?text=Water",""
"Pho with Meatballs"," 45",0, noodle ,"https://placehold.co/100x100/a16207/ffffff?text=Pho",""
"Cocoa (Hot/Iced)"," 30",0, majedo_drink ,"https://placehold.co/100x100/7b3f00/ffffff?text=Cocoa",""
"Green Tea (Hot/Iced)"," 30",0, majedo_drink ,"https://placehold.co/100x100/22c55e/ffffff?text=Green+Tea",""
"Tawan Snack (Sunflower Seed Snack)"," 15",0, appetizer ,"https://placehold.co/100x100/ffd700/000000?text=Tawan",""
"Holy Basil with Seafood & Beef"," 45",0, main ,"https://placehold.co/100x100/00bfff/ffffff?text=Krapow",""
"Thai Tea Frappe"," 35",0, majedo_drink ,"https://placehold.co/100x100/f97316/ffffff?text=Thai+Tea+Frappe",""
"Kao Lao (Soup without noodles)"," 45",0, noodle ,"https://placehold.co/100x100/8b4513/ffffff?text=Kao+Lao",""
"Thai Tea Frappe"," 35",0, majedo_drink ,"https://placehold.co/100x100/f97316/ffffff?text=Thai+Tea+Frappe",""
"Lemon Soda"," 30",0, majedo_drink ,"https://placehold.co/100x100/eab308/ffffff?text=Lemon+Soda",""
"6 Meatballs"," 20",0, others ,"https://placehold.co/100x100/a16207/ffffff?text=Meatballs",""
"Iced Cocoa Mint"," 35",0, majedo_drink ,"https://placehold.co/100x100/7b3f00/ffffff?text=Cocoa+Mint",""
"Pho with Meatballs"," 45",0, noodle ,"https://placehold.co/100x100/a16207/ffffff?text=Pho",""
"Instant Noodles (Wai Wai Brand)"," 45",0, noodle ,"https://placehold.co/100x100/ff6347/ffffff?text=Wai+Wai",""
"Drunken Stir-fry"," 60",0, main ,"https://placehold.co/100x100/deb887/ffffff?text=Pad+Kee+Mao",""
"Pho with Meatballs"," 45",0, noodle ,"https://placehold.co/100x100/a16207/ffffff?text=Pho",""
"Pho with Fresh Meat (Medium)"," 55",0, noodle ,"https://placehold.co/100x100/a16207/ffffff?text=Pho",""
"Chocolate Frappe"," 35",0, majedo_drink ,"https://placehold.co/100x100/7b3f00/ffffff?text=Choco+Frappe",""
"Cocoa Coconut"," 40",0, majedo_drink ,"https://placehold.co/100x100/7b3f00/ffffff?text=Cocoa+Coconut",""
"Plate of Plain Steamed Rice"," 10",0, main ,"https://placehold.co/100x100/f5f5f5/000000?text=Rice",""
"Pork Fried Rice"," 45",0, main ,"https://placehold.co/100x100/f59e0b/ffffff?text=Fried+Rice",""
"Drunken Stir-fry with Pork"," 50",0, main ,"https://placehold.co/100x100/ef4444/ffffff?text=Stir-fry",""
"Suki (Hot Pot)"," 50",0, noodle ,"https://placehold.co/100x100/ff4500/ffffff?text=Suki",""
"Black Lemon"," 33",0, majedo_drink ,"https://placehold.co/100x100/eab308/ffffff?text=Lemon",""
"20 Meatballs"," 70",0, others ,"https://placehold.co/100x100/a16207/ffffff?text=Meatballs",""
"Black Orange (Iced)"," 35",0, majedo_drink ,"https://placehold.co/100x100/f97316/ffffff?text=Orange",""
"Rice with Holy Basil Seafood"," 45",0, main ,"https://placehold.co/100x100/00bfff/ffffff?text=Krapow",""
"Rice with Crispy Chicken"," 45",0, main ,"https://placehold.co/100x100/d2b48c/ffffff?text=Chicken",""
"Pho with Braised Meat"," 45",0, noodle ,"https://placehold.co/100x100/a16207/ffffff?text=Pho",""
"Instant Noodles (Wai Wai Brand)"," 45",0, noodle ,"https://placehold.co/100x100/ff6347/ffffff?text=Wai+Wai",""
"Cocoa Coconut"," 40",0, majedo_drink ,"https://placehold.co/100x100/7b3f00/ffffff?text=Cocoa+Coconut",""
"Latte (Hot/Iced)"," 33",0, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Latte",""
"Croissant"," 37",0, majedo_drink ,"https://placehold.co/100x100/d2b48c/ffffff?text=Croissant",""
"Rice with Korean Crispy Chicken"," 45",0, main ,"https://placehold.co/100x100/dc143c/ffffff?text=Korean+Chicken",""
"Iced Cocoa Mint"," 35",0, majedo_drink ,"https://placehold.co/100x100/7b3f00/ffffff?text=Cocoa+Mint",""
"Pho (Special"," Large)",0,000 "," noodle ","https://placehold.co/100x100/a16207/ffffff?text=Pho"
"Macchiato Frappe"," 40",0, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Mac+Frappe",""
"3 Meatballs"," 10",0, others ,"https://placehold.co/100x100/a16207/ffffff?text=Meatballs",""
"Iced Lemon Green Tea"," 30",0, majedo_drink ,"https://placehold.co/100x100/d2b48c/ffffff?text=Iced Lemon Green Tea",""
"10 Meatballs"," 35",0, others ,"https://placehold.co/100x100/a16207/ffffff?text=Meatballs",""
"Blanched Beef Shank"," 50",0, others ,"https://placehold.co/100x100/a16207/ffffff?text=Boiled",""
"Rice with Korean Crispy Chicken"," 45",0, main ,"https://placehold.co/100x100/dc143c/ffffff?text=Korean+Chicken",""
"Rice with Holy Basil Seafood"," 45",0, main ,"https://placehold.co/100x100/00bfff/ffffff?text=Krapow",""
"Macchiato (Hot/Iced)"," 35",0, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Macchiato",""
"Latte Frappe"," 38",0, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Latte+Frappe",""
"Cocoa (Hot/Iced)"," 30",0, majedo_drink ,"https://placehold.co/100x100/7b3f00/ffffff?text=Cocoa",""
"Homie brand snacks/biscuits"," 12",0, appetizer ,"https://placehold.co/100x100/d2b48c/ffffff?text=Homie",""
"Lao Rice Porridge/Noodle Soup"," 45",0, noodle ,"https://placehold.co/100x100/deb887/ffffff?text=Khao+Piak",""
"Blanched Beef Shank"," 50",0, others ,"https://placehold.co/100x100/a16207/ffffff?text=Boiled",""
"Extra Pho Noodles"," 10",0, noodle ,"https://placehold.co/100x100/deb887/ffffff?text=Noodles",""
"Pork Fried Rice"," 45",0, main ,"https://placehold.co/100x100/f59e0b/ffffff?text=Fried+Rice",""
"Iced Cocoa Mint"," 35",0, majedo_drink ,"https://placehold.co/100x100/7b3f00/ffffff?text=Cocoa+Mint",""
"Pho with Fresh Meat (Regular)"," 45",0, noodle ,"https://placehold.co/100x100/a16207/ffffff?text=Pho",""
"Crispy Brownie"," Cookies",0,000 "," appetizer ","https://placehold.co/100x100/8B4513/ffffff?text=Snack"
"Milk (Hot/Iced)"," 30",0, majedo_drink ,"https://placehold.co/100x100/f0e68c/ffffff?text=Milk",""
"Thai Tea (Hot/Iced)"," 30",0, majedo_drink ,"https://placehold.co/100x100/f97316/ffffff?text=Thai+Tea",""
"Pho with Fresh Meat (Regular)"," 45",0, noodle ,"https://placehold.co/100x100/a16207/ffffff?text=Pho",""
"Mocha Frappe"," 38",0, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Mocha+Frappe",""
"Drunken Stir-fry with Seafood"," 60",0, main ,"https://placehold.co/100x100/00bfff/ffffff?text=Stir-fry",""
"Blanched Beef Shank mixed with Pork Sausage"," 50",0, others ,"https://placehold.co/100x100/a16207/ffffff?text=Boiled",""
"Iced Green Tea Honey Lemon"," 35",0, majedo_drink ,"https://placehold.co/100x100/f0e68c/ffffff?text=Iced Green Tea Honey Lemon",""
"Dried Chili Snack"," 15",0, appetizer ,"https://placehold.co/100x100/dc143c/ffffff?text=Snack",""
"Chocolate Frappe"," 35",0, majedo_drink ,"https://placehold.co/100x100/7b3f00/ffffff?text=Choco+Frappe",""
"Lao Rice Porridge/Noodle Soup"," 45",0, noodle ,"https://placehold.co/100x100/deb887/ffffff?text=Khao+Piak",""
"Mirinda"," 15",0, drink ,"https://placehold.co/100x100/f97316/ffffff?text=Mirinda",""
"Chocolate Frappe"," 35",0, majedo_drink ,"https://placehold.co/100x100/7b3f00/ffffff?text=Choco+Frappe",""
"Small Snack"," 5",0, appetizer ,"https://placehold.co/100x100/d2b48c/ffffff?text=Snack",""
"Matcha Coconut"," 40",0, majedo_drink ,"https://placehold.co/100x100/22c55e/ffffff?text=Matcha+Coconut",""
"Combination Pho"," 55",0, noodle ,"https://placehold.co/100x100/a16207/ffffff?text=Pho",""
"Special Vietnamese Noodle Roll Soup"," 60",0, noodle ,"https://placehold.co/100x100/deb887/ffffff?text=Kuay+Jap",""
"Black Orange (Iced)"," 35",0, majedo_drink ,"https://placehold.co/100x100/f97316/ffffff?text=Orange",""
"Mocha Frappe"," 38",0, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Mocha+Frappe",""
"Rice with Holy Basil Pork"," 45",0, main ,"https://placehold.co/100x100/ef4444/ffffff?text=Krapow",""
"Brownie Cake"," 13",0, dessert ,"https://placehold.co/100x100/8B4513/ffffff?text=Brownie",""
"Rice with Holy Basil Pork (Special)"," 50",0, main ,"https://placehold.co/100x100/ef4444/ffffff?text=Krapow",""
"Cappuccino (Hot/Iced)"," 33",0, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Cappuccino",""
"Homie brand snacks/biscuits"," 12",0, appetizer ,"https://placehold.co/100x100/d2b48c/ffffff?text=Homie",""
"Iced Green Tea Honey Lemon"," 35",0, majedo_drink ,"https://placehold.co/100x100/f0e68c/ffffff?text=Iced Green Tea Honey Lemon",""
"Rice with Holy Basil Pork"," 45",0, main ,"https://placehold.co/100x100/ef4444/ffffff?text=Krapow",""
"Rice with Omelette"," 40",0, main ,"https://placehold.co/100x100/eab308/ffffff?text=Omelette",""
"Pho with Meatballs"," 45",0, noodle ,"https://placehold.co/100x100/a16207/ffffff?text=Pho",""
"Suki (Hot Pot)"," 50",0, noodle ,"https://placehold.co/100x100/ff4500/ffffff?text=Suki",""
"Lay's Chips"," 18",0, appetizer ,"https://placehold.co/100x100/ffd700/000000?text=Lay",""
"Small Snack"," 5",0, appetizer ,"https://placehold.co/100x100/d2b48c/ffffff?text=Snack",""
"Rice with Omelette"," 40",0, main ,"https://placehold.co/100x100/eab308/ffffff?text=Omelette",""
"Combination Pho"," 55",0, noodle ,"https://placehold.co/100x100/a16207/ffffff?text=Pho",""
"Drunken Stir-fry with Seafood"," 60",0, main ,"https://placehold.co/100x100/00bfff/ffffff?text=Stir-fry",""
"Crispy Mala Chicken"," 45",0, main ,"https://placehold.co/100x100/dc143c/ffffff?text=Mala+Chicken",""
"Mocha Frappe"," 38",0, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Mocha",""
"Caramel Milk (Hot/Iced)"," 33",0, majedo_drink ,"https://placehold.co/100x100/DAA520/ffffff?text=Caramel+Milk",""
"Rice with Holy Basil Pork (Special)"," 50",0, main ,"https://placehold.co/100x100/ef4444/ffffff?text=Krapow",""
"Fried Egg"," 5",0, main ,"https://placehold.co/100x100/eab308/ffffff?text=Egg",""
"Latte (Hot/Iced)"," 33",0, majedo_drink ,"https://placehold.co/100x100/6f4e37/ffffff?text=Latte",""
"Strawberry Frappe"," 38",0, majedo_drink ,"https://placehold.co/100x100/FF6347/ffffff?text=Strawberry",""
"Red Halls Candy"," 20",0, appetizer ,"https://placehold.co/100x100/ff0000/ffffff?text=Halls",""
