name_th,name_en,price,category,image,desc_th
"ລວກຂາລາຍ ປົນຫຍໍ່","Blanched Beef Shank mixed with Pork Sausage",0,000"," others ","https://placehold.co/100x100/a16207/ffffff?text=Boiled"
"","",0,,"",""
"ລວກຂາລາຍ","Blanched Beef Shank",0,000"," others ","https://placehold.co/100x100/a16207/ffffff?text=Boiled"
"","",0,,"",""
"Black lemon","Black Lemon",0,000"," majedo_drink ","https://placehold.co/100x100/eab308/ffffff?text=Lemon"
"Thai tea coconut","Thai Tea Coconut",0,000"," majedo_drink ","https://placehold.co/100x100/f97316/ffffff?text=Thai+Tea+Coconut"
"ຜັດຂີ້ເມົາທະເລ","Drunken Stir-fry with Seafood",0,000"," main ","https://placehold.co/100x100/00bfff/ffffff?text=Stir-fry"
"ເຂົ້າກະເພົາໝູ ພິເສດ","Rice with Holy Basil Pork (Special)",0,000"," main ","https://placehold.co/100x100/ef4444/ffffff?text=Krapow"
"ໝີ່ໄວໆ ລູກຊິ້ນ","Instant Noodles with Meatballs",0,000"," noodle ","https://placehold.co/100x100/ff6347/ffffff?text=Wai+Wai"
"ລູກຊິ້ນ 10ລູກ","10 Meatballs",0,000"," others ","https://placehold.co/100x100/a16207/ffffff?text=Meatballs"
"latte hot&ice","Latte (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/6f4e37/ffffff?text=Latte"
"","",0,,"",""
"Latte frappe","Latte Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/6f4e37/ffffff?text=Latte+Frappe"
"ກະເພົາທະເລ+ງົວ","Holy Basil with Seafood & Beef",0,000"," main ","https://placehold.co/100x100/00bfff/ffffff?text=Krapow"
"Lemon tea hot&ice","Lemon Tea (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/eab308/ffffff?text=Lemon+Tea"
"Milk hot&ice","Milk (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/f0e68c/ffffff?text=Milk"
"Cocoa hot&ice","Cocoa (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/7b3f00/ffffff?text=Cocoa"
"Green Tea ice&hot","Green Tea (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/22c55e/ffffff?text=Green+Tea"
"ເຂົ້າປຽກ","Lao Rice Porridge/Noodle Soup",0,000"," noodle ","https://placehold.co/100x100/deb887/ffffff?text=Khao+Piak"
"ເຝີ ພິເສດ ໃຫຍ່","Pho (Special",0,"60,"000"," noodle "
"ຜັດຂີ້ເມົາໝູ","Drunken Stir-fry with Pork",0,000"," main ","https://placehold.co/100x100/ef4444/ffffff?text=Stir-fry"
"ເຝີ ຊີ້ນສົດທຳມະດາ","Pho with Fresh Meat (Regular)",0,000"," noodle ","https://placehold.co/100x100/a16207/ffffff?text=Pho"
"Hojicha hot&ice","Hojicha (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/8B4513/ffffff?text=Hojicha"
"ຂະໜົມເຄັກ ບາວນີ້","Brownie Cake",0,000"," dessert ","https://placehold.co/100x100/8B4513/ffffff?text=Brownie"
"","",0,,"",""
"Blueberry coconut frappe","Blueberry Coconut Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/4682B4/ffffff?text=Blueberry"
"ລ້ອນ ຊີ້ນສົດ","Blanched Fresh Meat",0,000"," noodle ","https://placehold.co/100x100/a16207/ffffff?text=Hot+Pot"
"ເຝີ ຊີ້ນເປື່ອຍ","Pho with Braised Meat",0,000"," noodle ","https://placehold.co/100x100/a16207/ffffff?text=Pho"
"Black lemon","Black Lemon",0,000"," majedo_drink ","https://placehold.co/100x100/eab308/ffffff?text=Lemon"
"ເຂົ້າໜົມອົມ Halls ແດງ","Red Halls Candy",0,000"," appetizer ","https://placehold.co/100x100/ff0000/ffffff?text=Halls"
"ເຂົ້າກະເພົາທະເລ","Rice with Holy Basil Seafood",0,000"," main ","https://placehold.co/100x100/00bfff/ffffff?text=Krapow"
"green tea honey lamon ice","Iced Green Tea Honey Lemon",0,000"," majedo_drink ","https://placehold.co/100x100/f0e68c/ffffff?text=Iced Green Tea Honey Lemon"
"Caramel milk hot&ice","Caramel Milk (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/DAA520/ffffff?text=Caramel+Milk"
"ກ້ວຍຈັບຢວນ","Vietnamese Noodle Roll Soup",0,000"," noodle ","https://placehold.co/100x100/deb887/ffffff?text=Kuay+Jap"
"ເຂົ້າປຽກ","Lao Rice Porridge/Noodle Soup",0,000"," noodle ","https://placehold.co/100x100/deb887/ffffff?text=Khao+Piak"
"Cocoa coconut","Cocoa Coconut",0,000"," majedo_drink ","https://placehold.co/100x100/7b3f00/ffffff?text=Cocoa+Coconut"
"ເຝີ ກາງ","Medium Pho",0,000"," noodle ","https://placehold.co/100x100/a16207/ffffff?text=Pho"
"Americano hot&ice","Americano (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/6f4e37/ffffff?text=Americano"
"ຂະໜົມເຄັກ ບາວນີ້","Brownie Cake",0,000"," dessert ","https://placehold.co/100x100/8B4513/ffffff?text=Brownie"
"ໄກ່ກອບມ່າລ່າ","Crispy Mala Chicken",0,000"," main ","https://placehold.co/100x100/dc143c/ffffff?text=Mala+Chicken"
"Espresso hot&ice","Espresso (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/6f4e37/ffffff?text=Espresso"
"ລູກຊິ້ນ 10ລູກ","10 Meatballs",0,000"," others ","https://placehold.co/100x100/a16207/ffffff?text=Meatballs"
"Mirinda","Mirinda",0,000"," drink ","https://placehold.co/100x100/f97316/ffffff?text=Mirinda"
"","",0,,"",""
"Lemon green tea ice","Iced Lemon Green Tea",0,000"," majedo_drink ","https://placehold.co/100x100/d2b48c/ffffff?text=Iced Lemon Green Tea"
"Chocolate frappe","Chocolate Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/7b3f00/ffffff?text=Choco+Frappe"
"","",0,,"",""
"Espresso hot&ice","Espresso (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/6f4e37/ffffff?text=Espresso"
"Espresso frappe","Espresso Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/6f4e37/ffffff?text=Esp+Frappe"
"Americano hot&ice","Americano (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/6f4e37/ffffff?text=Americano"
"ເຂົ້າໄກ່ກອບເກົາຫຼີ","Rice with Korean Crispy Chicken",0,000"," main ","https://placehold.co/100x100/dc143c/ffffff?text=Korean+Chicken"
"Espresso frappe","Espresso Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/6f4e37/ffffff?text=Esp+Frappe"
"Cappuccino hot&ice","Cappuccino (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/6f4e37/ffffff?text=Cappuccino"
"ເກົາເຫຼົາ","Kao Lao (Soup without noodles)",0,000"," noodle ","https://placehold.co/100x100/8b4513/ffffff?text=Kao+Lao"
"Mocha frappe","Mocha Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/6f4e37/ffffff?text=Mocha+Frappe"
"ເຂົ້າໄຂ່ຈຽວໝູສັບ","Rice with Minced Pork Omelette",0,000"," main ","https://placehold.co/100x100/eab308/ffffff?text=Omelette"
"Thai tea hot&ice","Thai Tea (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/f97316/ffffff?text=Thai+Tea"
"ຜັດຂີ້ເມົາທະເລ","Drunken Stir-fry with Seafood",0,000"," main ","https://placehold.co/100x100/00bfff/ffffff?text=Stir-fry"
"Chocolate frappe","Chocolate Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/7b3f00/ffffff?text=Choco+Frappe"
"Macchiato frappe","Macchiato Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/6f4e37/ffffff?text=Mac+Frappe"
"ຂະໜົມນ້ອຍ","Small Snack",0,000"," appetizer ","https://placehold.co/100x100/d2b48c/ffffff?text=Snack"
"ເຂົ້າກະເພົາໝູ","Rice with Holy Basil Pork",0,000"," main ","https://placehold.co/100x100/ef4444/ffffff?text=Krapow"
"ເຂົ້າໄກ່ກອບ","Rice with Crispy Chicken",0,000"," main ","https://placehold.co/100x100/d2b48c/ffffff?text=Chicken"
"","",0,,"",""
"ເຝີ ກາງ","Medium Pho",0,000"," noodle ","https://placehold.co/100x100/a16207/ffffff?text=Pho"
"ຂົ້ວຜັກ ລາດເຂົ້າ","Stir-fried Vegetables over Rice",0,000"," main ","https://placehold.co/100x100/22c55e/ffffff?text=Veggies"
"ເຂົ້າກະເພົາໝູ ພິເສດ","Rice with Holy Basil Pork (Special)",0,000"," main ","https://placehold.co/100x100/ef4444/ffffff?text=Krapow"
"ກ້ວຍຈັບຢວນ ພິເສດ","Special Vietnamese Noodle Roll Soup",0,000"," noodle ","https://placehold.co/100x100/deb887/ffffff?text=Kuay+Jap"
"","",0,,"",""
"Thai tea coconut","Thai Tea Coconut",0,000"," majedo_drink ","https://placehold.co/100x100/f97316/ffffff?text=Thai+Tea+Coconut"
"","",0,,"",""
"Hojicha frappe","Hojicha Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/8B4513/ffffff?text=Hojicha+Frappe"
"Cappuccino hot&ice","Cappuccino (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/6f4e37/ffffff?text=Cappuccino"
"ກ້ວຍຈັບຢວນ","Vietnamese Noodle Roll Soup",0,000"," noodle ","https://placehold.co/100x100/deb887/ffffff?text=Kuay+Jap"
"latte hot&ice","Latte (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/6f4e37/ffffff?text=Latte"
"ລູກຊີ້ນ 5ລູກ","5 Meatballs",0,000"," others ","https://placehold.co/100x100/a16207/ffffff?text=Meatballs"
"","",0,,"",""
"ເຝີ ຊີ້ນສົດກາງ","Pho with Fresh Meat (Medium)",0,000"," noodle ","https://placehold.co/100x100/a16207/ffffff?text=Pho"
"ກະເພົາທະເລ+ງົວ","Holy Basil with Seafood & Beef",0,000"," main ","https://placehold.co/100x100/00bfff/ffffff?text=Krapow"
"Lemon soda","Lemon Soda",0,000"," majedo_drink ","https://placehold.co/100x100/eab308/ffffff?text=Lemon+Soda"
"ເຝີລວມ","Combination Pho",0,000"," noodle ","https://placehold.co/100x100/a16207/ffffff?text=Pho"
"","",0,,"",""
"ບາວນີ້ກອບ","ຄຸກກີ້",0, Cookies","25","000"
"","",0,,"",""
"","",0,,"",""
"ເຝີ ທະເລ","Seafood Pho",0,000"," noodle ","https://placehold.co/100x100/00bfff/ffffff?text=Seafood+Pho"
"","",0,,"",""
"","",0,,"",""
"Black honey hot&ice","Black Honey (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/000000/ffffff?text=Black+Honey"
"ເພິ່ມເສັ້ນເຝີ","Extra Pho Noodles",0,000"," noodle ","https://placehold.co/100x100/deb887/ffffff?text=Noodles"
"","",0,,"",""
"","",0,,"",""
"ນ້ຳຫົວເສືອກາງ","Medium Tiger Head (M-150)",0,000"," drink ","https://placehold.co/100x100/a16207/ffffff?text=Water"
"","",0,,"",""
"ບາວນີ້ກອບ","ຄຸກກີ້",0, Cookies","25","000"
"ລູກຊີ້ນ 20 ລູກ","20 Meatballs",0,000"," others ","https://placehold.co/100x100/a16207/ffffff?text=Meatballs"
"","",0,,"",""
"ສຸກກີ້","Suki (Hot Pot)",0,000"," noodle ","https://placehold.co/100x100/ff4500/ffffff?text=Suki"
"ລູກຊິ້ນ 3 ລູກ","3 Meatballs",0,000"," others ","https://placehold.co/100x100/a16207/ffffff?text=Meatballs"
"Mocha frappe","Mocha Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/6f4e37/ffffff?text=Mocha"
"Croissant","Croissant",0,000"," majedo_drink ","https://placehold.co/100x100/d2b48c/ffffff?text=Croissant"
"Lemon tea hot&ice","Lemon Tea (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/eab308/ffffff?text=Lemon+Tea"
"Hojicha hot&ice","Hojicha (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/8B4513/ffffff?text=Hojicha"
"","",0,,"",""
"ນ້ຳຫົວເສືອກາງ","Medium Tiger Head (M-150)",0,000"," drink ","https://placehold.co/100x100/a16207/ffffff?text=Water"
"Caramel milk hot&ice","Caramel Milk (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/DAA520/ffffff?text=Caramel+Milk"
"ສຸກກີ້","Suki (Hot Pot)",0,000"," noodle ","https://placehold.co/100x100/ff4500/ffffff?text=Suki"
"Black orange ice","Black Orange (Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/f97316/ffffff?text=Orange"
"ນ້ຳກາໄຊ່ມຸກ","Bubble Tea",0,000"," drink ","https://placehold.co/100x100/a16207/ffffff?text=Bubble+Tea"
"ລວກຂາລາຍ ປົນຫຍໍ່","Blanched Beef Shank mixed with Pork Sausage",0,000"," others ","https://placehold.co/100x100/a16207/ffffff?text=Boiled"
"ໄກ່ກອບມ່າລ່າ","Crispy Mala Chicken",0,000"," main ","https://placehold.co/100x100/dc143c/ffffff?text=Mala+Chicken"
"ໄຂ່ດາວ","Fried Egg",0,000"," main ","https://placehold.co/100x100/eab308/ffffff?text=Egg"
"ສະຕິງ","Sting",0,000"," drink ","https://placehold.co/100x100/f97316/ffffff?text=Sting"
"Green Tea ice&hot","Green Tea (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/22c55e/ffffff?text=Green+Tea"
"Matcha coconut","Matcha Coconut",0,000"," majedo_drink ","https://placehold.co/100x100/22c55e/ffffff?text=Matcha+Coconut"
"ເຂົ້າໜົມ ໂຮມມີ້ Homie","Homie brand snacks/biscuits",0,000"," appetizer ","https://placehold.co/100x100/d2b48c/ffffff?text=Homie"
"ຂະໜົມໝາກເຜັດແຫ້ງ","Dried Chili Snack",0,000"," appetizer ","https://placehold.co/100x100/dc143c/ffffff?text=Snack"
"Cocoa mint ice","Iced Cocoa Mint",0,000"," majedo_drink ","https://placehold.co/100x100/7b3f00/ffffff?text=Cocoa+Mint"
"ລູກຊີ້ນ 14 ລູກ","14 Meatballs",0,000"," others ","https://placehold.co/100x100/a16207/ffffff?text=Meatballs"
"Matcha latte hot&ice","Matcha Latte (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/22c55e/ffffff?text=Matcha"
"","",0,,"",""
"ເຂົ້າກະເພົາທະເລ","Rice with Holy Basil Seafood",0,000"," main ","https://placehold.co/100x100/00bfff/ffffff?text=Krapow"
"ເປບຊີ","Pepsi",0,000"," drink ","https://placehold.co/100x100/22c55e/ffffff?text=Pepsi"
"","",0,,"",""
"ນ້ຳກາໄຊ່ມຸກ","Bubble Tea",0,000"," drink ","https://placehold.co/100x100/a16207/ffffff?text=Bubble+Tea"
"Cocoa mint ice","Iced Cocoa Mint",0,000"," majedo_drink ","https://placehold.co/100x100/7b3f00/ffffff?text=Cocoa+Mint"
"","",0,,"",""
"ໝີ່ໄວໄວ","Instant Noodles (Wai Wai Brand)",0,000"," noodle ","https://placehold.co/100x100/ff6347/ffffff?text=Wai+Wai"
"ລູກຊີ້ນ 6 ລູກ","6 Meatballs",0,000"," others ","https://placehold.co/100x100/a16207/ffffff?text=Meatballs"
"Croissant","Croissant",0,000"," majedo_drink ","https://placehold.co/100x100/d2b48c/ffffff?text=Croissant"
"Latte frappe","Latte Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/6f4e37/ffffff?text=Latte+Frappe"
"ຂະໜົມນ້ອຍ","Small Snack",0,000"," appetizer ","https://placehold.co/100x100/d2b48c/ffffff?text=Snack"
"Blueberry coconut frappe","Blueberry Coconut Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/4682B4/ffffff?text=Blueberry"
"ເຂົ້າຈ້າວເປົ່າ 1 ຈານ","Plate of Plain Steamed Rice",0,000"," main ","https://placehold.co/100x100/f5f5f5/000000?text=Rice"
"ເຝີ ພິເສດ ໃຫຍ່","Pho (Special",0,"60,"000"," noodle "
"ລວກຂາລາຍ","Blanched Beef Shank",0,000"," others ","https://placehold.co/100x100/a16207/ffffff?text=Boiled"
"ເຂົ້າຜັດທະເລ","Seafood Fried Rice",0,000"," main ","https://placehold.co/100x100/00bfff/ffffff?text=Fried+Rice"
"ເຂົ້າໜົມ ໂຮມມີ້ Homie","Homie brand snacks/biscuits",0,000"," appetizer ","https://placehold.co/100x100/d2b48c/ffffff?text=Homie"
"ເຂົ້າໄກ່ກອບ","Rice with Crispy Chicken",0,000"," main ","https://placehold.co/100x100/d2b48c/ffffff?text=Chicken"
"ເກົາເຫຼົາ","Kao Lao (Soup without noodles)",0,000"," noodle ","https://placehold.co/100x100/8b4513/ffffff?text=Kao+Lao"
"ເຝີ ຊີ້ນສົດກາງ","Pho with Fresh Meat (Medium)",0,000"," noodle ","https://placehold.co/100x100/a16207/ffffff?text=Pho"
"ໃນຕາເວັນ","Tawan Snack (Sunflower Seed Snack)",0,000"," appetizer ","https://placehold.co/100x100/ffd700/000000?text=Tawan"
"ເຂົ້າໄຂ່ຈຽວໝູສັບ","Rice with Minced Pork Omelette",0,000"," main ","https://placehold.co/100x100/eab308/ffffff?text=Omelette"
"ເຂົ້າໄກ່ກອບເກົາຫຼີ","Rice with Korean Crispy Chicken",0,000"," main ","https://placehold.co/100x100/dc143c/ffffff?text=Korean+Chicken"
"ເຝີ ທະເລ","Seafood Pho",0,000"," noodle ","https://placehold.co/100x100/00bfff/ffffff?text=Seafood+Pho"
"Matcha frappe","Matcha Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/22c55e/ffffff?text=Matcha+Frappe"
"Chocolate chip frappe","Chocolate Chip Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/7b3f00/ffffff?text=Chip+Frappe"
"Matcha latte hot&ice","Matcha Latte (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/22c55e/ffffff?text=Matcha"
"ລູກຊີ້ນ 14 ລູກ","14 Meatballs",0,000"," others ","https://placehold.co/100x100/a16207/ffffff?text=Meatballs"
"ກ້ວຍຈັບຢວນ ພິເສດ","Special Vietnamese Noodle Roll Soup",0,000"," noodle ","https://placehold.co/100x100/deb887/ffffff?text=Kuay+Jap"
"ເຂົ້າຜັດໝູ","Pork Fried Rice",0,000"," main ","https://placehold.co/100x100/f59e0b/ffffff?text=Fried+Rice"
"ເພິ່ມເສັ້ນເຝີ","Extra Pho Noodles",0,000"," noodle ","https://placehold.co/100x100/deb887/ffffff?text=Noodles"
"ຂະໜົມໝາກເຜັດແຫ້ງ","Dried Chili Snack",0,000"," appetizer ","https://placehold.co/100x100/dc143c/ffffff?text=Snack"
"Hojicha frappe","Hojicha Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/8B4513/ffffff?text=Hojicha+Frappe"
"ເຝີ ລູກຊິ້ນ","Pho with Meatballs",0,000"," noodle ","https://placehold.co/100x100/a16207/ffffff?text=Pho"
"Mocha frappe","Mocha Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/6f4e37/ffffff?text=Mocha"
"Cappuccino frappe","Cappuccino Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/6f4e37/ffffff?text=Cap+Frappe"
"ເຂົ້າກະເພົາໝູ","Rice with Holy Basil Pork",0,000"," main ","https://placehold.co/100x100/ef4444/ffffff?text=Krapow"
"ໝີ່ໄວໆ ລູກຊິ້ນ","Instant Noodles with Meatballs",0,000"," noodle ","https://placehold.co/100x100/ff6347/ffffff?text=Wai+Wai"
"Cappuccino frappe","Cappuccino Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/6f4e37/ffffff?text=Cap+Frappe"
"Strawberry frappe","Strawberry Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/FF6347/ffffff?text=Strawberry"
"Chocolate chip frappe","Chocolate Chip Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/7b3f00/ffffff?text=Chip+Frappe"
"Cocoa thai tea ice","Iced Cocoa Thai Tea",0,000"," majedo_drink ","https://placehold.co/100x100/f97316/ffffff?text=Cocoa+Thai+Tea"
"ຂະໜົມເລ","Lay's Chips",0,000"," appetizer ","https://placehold.co/100x100/ffd700/000000?text=Lay"
"ເຂົ້າໜົມອົມ Halls ແດງ","Red Halls Candy",0,000"," appetizer ","https://placehold.co/100x100/ff0000/ffffff?text=Halls"
"Mocha frappe","Mocha Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/6f4e37/ffffff?text=Mocha+Frappe"
"Lemon soda","Lemon Soda",0,000"," majedo_drink ","https://placehold.co/100x100/eab308/ffffff?text=Lemon+Soda"
"Black honey hot&ice","Black Honey (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/000000/ffffff?text=Black+Honey"
"Cocoa coconut","Cocoa Coconut",0,000"," majedo_drink ","https://placehold.co/100x100/7b3f00/ffffff?text=Cocoa+Coconut"
"Macchiato hot&ice","Macchiato (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/6f4e37/ffffff?text=Macchiato"
"ເຂົ້າຜັດທະເລ","Seafood Fried Rice",0,000"," main ","https://placehold.co/100x100/00bfff/ffffff?text=Fried+Rice"
"ໄຂ່ດາວ","Fried Egg",0,000"," main ","https://placehold.co/100x100/eab308/ffffff?text=Egg"
"Green tea frappe","Green Tea Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/22c55e/ffffff?text=Green+Tea+Frappe"
"ຜັດຂີ້ເມົາໝູ","Drunken Stir-fry with Pork",0,000"," main ","https://placehold.co/100x100/ef4444/ffffff?text=Stir-fry"
"Green tea frappe","Green Tea Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/22c55e/ffffff?text=Green+Tea+Frappe"
"ລູກຊິ້ນ 3 ລູກ","3 Meatballs",0,000"," others ","https://placehold.co/100x100/a16207/ffffff?text=Meatballs"
"ເຂົ້າຈ້າວເປົ່າ 1 ຈານ","Plate of Plain Steamed Rice",0,000"," main ","https://placehold.co/100x100/f5f5f5/000000?text=Rice"
"","",0,,"",""
"Thai tea frappe","Thai Tea Frappe",0,000"," majedo_drink ","https://placehold.co/100x100/f97316/ffffff?text=Thai+Tea+Frappe"
"ເຂົ້າໄຂ່ຈຽວ","Rice with Omelette",0,000"," main ","https://placehold.co/100x100/eab308/ffffff?text=Omelette"
"ລູກຊີ້ນ 5ລູກ","5 Meatballs",0,000"," others ","https://placehold.co/100x100/a16207/ffffff?text=Meatballs"
"ຂົ້ວຜັກ ລາດເຂົ້າ","Stir-fried Vegetables over Rice",0,000"," main ","https://placehold.co/100x100/22c55e/ffffff?text=Veggies"
"Cocoa thai tea ice","Iced Cocoa Thai Tea",0,000"," majedo_drink ","https://placehold.co/100x100/f97316/ffffff?text=Cocoa+Thai+Tea"
"Mirinda","Mirinda",0,000"," drink ","https://placehold.co/100x100/f97316/ffffff?text=Mirinda"
"Macchiato hot&ice","Macchiato (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/6f4e37/ffffff?text=Macchiato"
"green tea honey lamon ice","Iced Green Tea Honey Lemon",0,000"," majedo_drink ","https://placehold.co/100x100/f0e68c/ffffff?text=Iced Green Tea Honey Lemon"
"ຜັດຂິ້ເມົາ","Drunken Stir-fry",0,000"," main ","https://placehold.co/100x100/deb887/ffffff?text=Pad+Kee+Mao"
"Thai tea hot&ice","Thai Tea (Hot/Iced)",0,000"," majedo_drink ","https://placehold.co/100x100/f97316/ffffff?text=Thai+Tea"
"ເຂົ້າຜັດໝູ","Pork Fried Rice",0,000"," main ","https://placehold.co/100x100/f59e0b/ffffff?text=Fried+Rice"
"ສະຕິງ","Sting",0,000"," drink ","https://placehold.co/100x100/f97316/ffffff?text=Sting"
"Matcha coconut","Matcha Coconut",0,000"," majedo_drink ","https://placehold.co/100x100/22c55e/ffffff?text=Matcha+Coconut"
"ລູກຊີ້ນ 20 ລູກ","20 Meatballs",0,000"," others ","https://placehold.co/100x100/a16207/ffffff?text=Meatballs"
"ຫົວເສືອ ນ້ອຍ","Small Tiger Head (M-150)",0,000"," drink ","https://placehold.co/100x100/22c55e/ffffff?text=Water"
"","",0,,"",""
